date,year,month,consumer_credits,consumer_price_index,WTI_oil_price,brent_oil_price,current_account_deficit,exports_usd,exports_tl,imports_usd,imports_tl,export_unit_value_index_usd,export_unit_value_index_tl,gdp,gold_price_cum,gold_price_lon,import_unit_value_index_usd,import_unit_value_index_tl,B,C,MIG_NRG_X_E,MIG_NDCOG,MIG_ING,MIG_DCOG,MIG_CAG,interest_rates_mortgage,interest_rates_personal,money_supply,real_effective_echange_rates,retail_sales,unemployment_15-19,unemployment_20-24,unemployment_25-29,unemployment_30-34,unemployment_35-39,unemployment_40-44,unemployment_45-49,unemployment_50-54,unemployment_55-59,unemployment_60-64,unemployment_65+
2005-01-01,2005,1,17319190.66666667,114.49,46.84,44.51,-1445,4997279724,6791013684,7219679862,9812593440,86.8,78.4,159229197.33333334,131.0,423.83,80.7,73.0,59.0,48.3,67.5,55.5,48.3,50.3,36.1,22.1125,29.685000000000002,26906087.0,107.61,1862316.0,20.3,22.7,14.6,10.7,8.9,7.8,7.4,6.8,4.3,3.4,0.7
2005-02-01,2005,2,18321840.54166667,114.51,48.15,45.48,-2302,5651741252,7449079145,8323736797,10998599631,86.5,75.8,150908768.66666666,128.0,424.03,80.0,70.4,60.3,50.2,64.9,54.2,50.7,50.1,42.0,20.4075,26.2175,28189500.0,109.93,709424.0,19.1,23.9,14.7,10.8,9.5,7.8,7.6,6.8,5.1,3.4,1.1
2005-03-01,2005,3,19324490.41666667,114.81,54.19,53.1,-2232,6591859218,8638660740,10196352932,13302963657,87.9,76.6,142588340.0,128.5,434.86,81.1,70.4,58.2,58.4,68.9,62.3,58.2,60.1,50.5,18.86,26.2125,29520606.0,109.33,5160277.0,18.0,22.6,13.7,10.3,9.0,7.4,6.9,6.6,4.4,2.8,1.0
2005-04-01,2005,4,20327140.29166667,115.63,52.98,51.88,-2336,6128131878,8333848266,9595500303,13036202298,86.6,78.3,149562522.66666666,133.2,429.45,85.3,77.2,58.9,56.5,65.2,57.6,57.5,60.7,49.1,18.278,25.130000000000003,31217625.0,105.96,6321035.0,16.4,21.1,12.7,9.2,8.0,7.0,6.6,6.7,4.3,2.5,0.7
2005-05-01,2005,5,21329790.16666667,116.69,49.83,48.65,-2071,5977226217,8198283737,9811620456,13450174257,86.6,78.9,156536705.33333334,126.5,420.35,80.2,73.2,64.3,59.0,66.8,60.1,60.7,58.2,52.1,18.0425,24.9775,31099565.0,106.24,2809651.0,16.7,19.3,11.9,8.5,6.7,6.5,6.2,6.3,3.7,2.4,0.4
2005-06-01,2005,6,22332440.04166667,116.81,56.35,54.35,-1938,6038534367,8223321303,9947498949,13565707879,85.9,77.8,163510888.0,129.5,431.04,78.7,71.5,71.3,61.0,67.3,66.5,61.5,58.4,51.8,17.3425,24.895,33653953.0,108.2,984740.0,17.2,19.0,12.0,8.4,6.5,6.2,6.6,6.3,3.5,2.8,0.8
2005-07-01,2005,7,23335089.916666668,116.14,59.0,57.52,-818,5763466353,7721229150,9596123042,12854016876,85.0,75.7,171226689.66666666,126.2,425.87,78.3,69.8,75.2,58.4,73.9,60.6,60.5,63.1,48.3,16.114,25.072,34129555.0,109.01,2145331.0,17.1,19.5,11.7,8.3,6.7,5.7,6.7,6.1,3.8,2.8,1.1
2005-08-01,2005,8,24337739.791666668,117.13,64.99,63.98,-876,5552867212,7463948756,10272181394,13789130790,85.0,76.0,178942491.33333334,130.0,440.48,78.9,70.6,76.8,58.0,75.6,61.6,60.8,62.5,45.2,16.645,24.252499999999998,34829731.0,107.86,4840713.0,17.8,20.0,12.1,8.5,6.8,5.8,6.6,6.5,4.2,2.8,1.2
2005-09-01,2005,9,25340389.666666668,118.33,65.59,62.91,-18,6814268941,9139263231,10365938994,13907772870,85.9,76.6,186658293.0,135.4,456.99,80.3,71.7,73.5,65.2,70.0,72.8,63.6,68.8,55.7,17.084,23.698,36484194.0,108.59,2682036.0,18.5,19.2,12.8,9.1,6.9,6.0,6.5,7.0,4.7,2.8,0.7
2005-10-01,2005,10,26343039.541666668,120.45,62.26,58.54,-651,6772178569,9194578231,10089811653,13709733722,84.2,76.0,186944970.66666666,138.75,468.08,80.2,72.6,75.9,66.7,72.2,79.9,62.7,66.7,55.0,16.365,22.595,38850009.0,109.55,1537329.0,18.7,19.8,13.3,9.3,7.2,6.7,6.5,7.5,5.0,2.4,0.6
2005-11-01,2005,11,27345689.416666668,122.14,58.32,55.24,-2554,5942575782,8082259762,9673128931,13161425354,83.6,75.6,187231648.33333334,144.33,482.83,79.1,71.6,66.9,60.6,70.2,73.3,56.0,59.6,50.9,15.905,21.6125,36854850.0,111.45,6059506.0,19.0,20.2,14.2,9.4,7.9,7.3,7.0,8.0,5.2,2.9,0.6
2005-12-01,2005,12,28474397.0,122.65,59.41,56.86,-3739,7246278630,9803608215,11682577594,15792640185,83.4,75.1,187518326.0,149.2,511.67,79.7,71.7,68.3,67.3,75.1,78.5,62.4,63.3,61.6,15.564,21.662,61991240.52,111.76,3604633.0,19.2,22.9,14.2,9.4,8.1,7.9,7.4,7.8,6.5,3.3,1.1
2006-01-01,2006,1,29098873.75,123.57,65.49,62.99,-2436,5133048881,6852361051,8145534848,10886143042,86.3,76.6,179197897.33333334,163.33,554.75,82.3,73.3,56.8,48.6,70.8,54.5,48.7,47.2,38.4,15.186666666667,21.353333333333335,56634439.5,112.4,719050.0,20.2,22.6,14.9,10.3,8.6,8.6,7.9,8.8,6.8,4.3,1.2
2006-02-01,2006,2,30479696.75,123.84,61.63,60.21,-3223,6058251279,8040295096,9796220249,13002336012,85.5,75.5,170877468.66666666,165.5,557.96,81.7,72.2,58.2,55.0,66.6,60.2,54.9,55.8,47.1,14.895,21.1875,56869047.1,112.38,2661601.0,20.5,22.6,14.9,10.5,9.0,9.2,8.0,8.8,7.5,3.8,1.5
2006-03-01,2006,3,32612166.2,124.18,62.69,62.06,-3054,7411101659,9890483575,11605026095,15498642541,86.6,76.8,162557040.0,165.0,558.3,82.4,73.3,69.4,65.8,73.4,69.7,65.9,66.0,58.9,14.72,20.912,58367649.6,111.32,474317.0,18.3,20.0,14.3,9.2,8.6,8.8,7.5,8.9,6.7,3.8,1.0
2006-04-01,2006,4,35359956.0,125.84,69.44,70.26,-3745,6456090261,8636489090,11587101994,15533516371,88.0,78.2,173266776.0,182.5,619.08,89.0,79.5,67.1,62.6,69.2,62.7,65.0,71.8,52.7,13.945,19.634999999999998,60339370.6,111.13,3869051.0,16.7,19.0,13.2,8.6,7.9,7.6,6.6,7.3,5.7,3.3,1.0
2006-05-01,2006,5,38482480.5,128.2,70.84,69.78,-4035,7041543247,9976544298,12694201568,17848715804,90.4,85.1,183976512.0,221.25,681.75,88.0,82.4,69.6,66.8,71.5,66.5,68.5,74.0,59.9,14.1725,19.41,70201297.3,104.38,5346630.0,15.1,17.8,12.0,7.9,6.4,6.4,5.9,6.8,4.4,3.0,0.6
2006-06-01,2006,6,41348614.2,128.63,70.95,68.56,-2685,7815434622,12473103413,12465724883,19816116730,90.2,95.7,194686248.0,213.0,603.07,87.2,92.3,76.1,67.4,74.2,70.9,68.5,67.2,59.7,17.276,22.276,70101406.4,93.58,33598154.0,16.1,18.0,12.0,8.1,6.2,6.1,6.0,6.3,3.8,2.2,0.5
2006-07-01,2006,7,42177464.0,129.72,74.41,73.67,-1644,7067411479,11037294086,11709384290,18352593393,90.1,93.6,202690389.66666666,217.25,641.46,88.7,92.6,82.5,63.9,79.0,64.1,67.6,62.1,56.2,21.1675,27.7675,66235991.3,96.18,3308107.0,17.0,18.2,12.0,7.6,6.6,5.8,6.2,5.9,3.4,1.9,0.4
2006-08-01,2006,8,42545676.0,129.15,73.04,73.23,-1376,6811202410,10029934367,12276087577,18069729664,90.3,88.4,210694531.33333334,202.75,632.98,90.6,88.8,86.5,61.3,83.6,65.6,67.1,63.8,41.9,21.705,27.9575,67525225.3,100.47,894219.0,17.1,19.0,12.5,7.9,7.4,5.7,6.1,5.6,4.0,1.9,0.4
2006-09-01,2006,9,42972628.4,130.81,63.8,61.96,-1336,7606551095,11246825547,12152978653,17962771416,87.9,86.4,218698673.0,198.2,598.58,88.7,87.3,82.0,67.7,76.0,73.5,67.8,68.9,58.0,21.752,27.060000000000002,68300344.1,100.64,1307148.0,17.0,19.7,11.9,8.0,7.1,5.8,5.7,5.3,4.3,1.7,0.6
2006-10-01,2006,10,43679608.75,132.47,58.89,57.81,-2074,6888812549,10221240860,11199556782,16617806171,87.3,86.2,219070831.33333334,191.0,584.93,88.2,87.1,74.5,63.6,72.7,72.6,62.6,65.2,51.2,21.6475,26.5925,67694724.6,101.03,1612841.0,17.3,20.3,11.8,8.2,6.7,5.8,5.9,5.6,5.0,2.6,0.8
2006-11-01,2006,11,44159352.5,134.18,59.08,58.76,-2821,8641474556,12597578137,12896574540,18778932179,88.7,86.0,219442989.66666666,202.5,628.01,87.9,85.2,73.8,69.5,78.2,78.8,66.0,73.1,60.7,21.45,26.28,65815095.4,102.42,707267.0,17.2,20.7,12.4,8.3,6.8,6.3,6.5,6.0,5.3,2.6,0.8
2006-12-01,2006,12,45387685.0,134.49,61.96,62.47,-2732,8603753480,12339721901,13047782669,18710534382,91.8,87.6,219815148.0,197.0,636.63,90.9,86.8,73.4,68.4,82.6,75.8,65.6,63.8,62.6,20.322,25.102,71770961.55,102.31,592842.0,19.2,21.4,13.2,9.3,8.2,6.7,7.3,6.5,6.0,3.5,1.0
2007-01-01,2007,1,46158099.25,135.84,54.51,53.68,-3115,6564559793,9360832696,10591885802,15123441529,93.0,88.2,210271749.33333334,196.0,625.94,88.2,83.8,63.7,58.7,77.9,61.8,59.0,61.1,50.9,21.3375,25.4975,64096720.4,103.38,5399184.0,19.5,21.4,13.9,10.1,8.8,7.1,7.6,6.8,6.2,2.8,0.7
2007-02-01,2007,2,46717222.5,136.42,59.28,57.56,-3078,7656951608,10701450814,11383177908,15931512712,93.5,86.9,200728350.66666666,206.25,664.58,88.7,82.6,61.5,60.1,72.7,62.5,60.5,65.4,52.5,20.2575,24.8275,64582766.4,105.11,3127764.0,22.1,21.5,13.8,10.7,8.9,7.4,8.3,7.2,6.3,3.5,0.9
2007-03-01,2007,3,47646845.8,137.67,60.44,62.05,-2985,8957851621,12609289911,13234192452,18670523005,94.7,88.7,191184952.0,200.0,655.07,90.3,84.8,67.7,69.9,77.5,71.2,71.0,71.7,63.8,19.456,24.576,64834448.6,104.07,4088510.0,19.2,20.0,12.8,9.6,7.9,7.8,7.9,6.7,4.7,3.5,0.8
2007-04-01,2007,4,49104907.25,139.33,63.98,67.49,-3208,8313312005,11313572225,12919281351,17651331307,96.7,87.5,198901681.33333334,202.0,683.55,96.4,87.7,73.0,65.8,75.4,64.7,68.9,67.7,59.1,19.295,23.4475,67930000.1,107.15,14084493.0,19.3,19.0,12.3,8.8,7.0,7.0,7.5,6.2,4.7,3.6,1.2
2007-05-01,2007,5,50786016.5,140.03,63.46,67.21,-3487,9147620042,12235130270,14935155041,19991389258,98.5,87.6,206618410.66666666,198.5,667.53,93.9,83.7,78.6,71.5,78.5,70.8,72.9,71.6,67.7,18.74,23.0825,67834119.4,108.59,2486693.0,18.0,17.9,11.4,7.8,6.5,6.3,6.3,5.7,4.2,3.1,1.0
2007-06-01,2007,6,52457463.4,139.69,67.49,71.05,-2983,8980247437,11870413743,14265946850,18904636628,98.5,86.6,214335140.0,190.4,655.64,93.3,82.3,80.8,70.2,80.3,71.3,71.5,70.6,65.1,18.032,23.544,71260062.7,108.72,5212691.0,19.3,18.7,11.7,7.5,6.2,5.4,5.7,5.1,4.5,2.4,0.7
2007-07-01,2007,7,54511854.75,138.67,74.12,76.93,-2680,8937741591,11451462055,15214033523,19520662349,101.1,86.1,222628175.0,195.75,664.34,95.9,81.9,86.6,67.3,87.4,69.5,70.5,59.6,59.4,17.4275,23.04,71835102.2,108.86,5195841.0,19.2,19.3,11.6,7.1,6.2,5.7,5.7,5.0,3.8,2.8,0.4
2007-08-01,2007,8,56492391.0,138.7,72.36,70.76,-1479,8736689092,11509470069,14681667960,19234927622,99.6,87.2,230921210.0,198.6,665.87,94.9,82.8,96.1,66.0,88.6,71.1,71.4,69.5,48.2,17.12,22.07,73009239.0,105.67,8329798.0,19.0,20.5,11.8,7.4,6.6,6.2,6.1,5.0,3.8,3.5,0.3
2007-09-01,2007,9,58364445.0,140.13,79.92,77.17,-2132,9038743896,11438902467,14459084061,18399512349,100.8,84.8,239214245.0,197.5,724.34,96.3,81.6,94.4,69.9,81.4,73.2,70.5,69.7,64.8,17.5825,22.505,71637835.2,109.23,23747709.0,17.8,20.8,12.0,7.8,6.8,6.3,6.9,5.3,4.9,3.9,0.9
2007-10-01,2007,10,60109595.25,142.67,85.8,82.34,-3211,9895216622,11907601572,15626532491,18788360312,104.4,83.5,240469522.33333334,199.5,759.72,100.1,80.2,86.3,70.0,77.6,78.5,67.3,73.5,63.0,17.2675,21.3125,71480928.0,114.59,393034.0,19.1,20.9,12.1,8.1,7.1,6.8,7.0,6.1,5.6,3.5,0.6
2007-11-01,2007,11,62225197.8,145.45,94.77,92.41,-3338,11318798220,13475211546,16631882814,19791807786,107.8,85.3,241724799.66666666,208.2,803.3,103.7,82.1,78.4,75.5,82.1,84.8,70.7,74.0,71.2,16.942,21.144,72367477.0,115.43,4858418.0,19.6,20.6,12.7,8.8,7.3,7.1,7.3,6.8,5.8,2.7,1.1
2007-12-01,2007,12,64763749.5,145.77,91.69,90.93,-5250,9724017977,11466859779,16119874248,19020664412,109.6,86.0,242980077.0,205.0,805.25,104.9,82.4,73.6,66.8,84.7,70.6,62.1,65.8,69.1,16.5275,19.55,76350721.0,115.94,20925268.0,21.4,20.1,12.9,10.1,7.9,7.4,7.1,7.0,5.6,2.5,0.9
2008-01-01,2008,1,66418039.5,146.94,92.97,92.18,-4035,10632207041,12515572992,16338588949,19138497444,110.7,86.7,235265058.66666666,219.75,886.56,107.1,83.5,74.6,65.0,87.6,67.3,64.4,63.2,61.9,16.505,19.8325,71699185.0,115.43,15941251.0,21.9,20.7,13.7,11.1,8.6,8.1,8.0,7.0,5.8,2.6,1.2
2008-02-01,2008,2,68205214.6,148.84,95.39,94.99,-3747,11077899120,13225591966,16026520648,19122731292,112.1,89.0,227550040.33333334,234.6,931.6,108.2,86.0,72.0,65.1,82.2,66.4,62.6,68.2,65.9,16.386,19.936,73098077.0,113.09,14707358.0,21.2,21.7,13.7,11.0,8.9,8.8,8.7,7.6,6.3,3.5,0.9
2008-03-01,2008,3,70524079.5,150.27,105.45,103.64,-4141,11428587234,14133400129,16812088342,20702856749,116.8,96.0,219835022.0,251.0,959.0,112.5,92.2,77.8,72.0,83.3,68.2,70.5,90.3,73.0,17.2775,20.6275,78129288.0,106.72,41590102.0,18.9,20.3,13.0,9.9,8.2,8.6,8.4,7.7,5.6,3.5,0.9
2008-04-01,2008,4,72145298.25,152.79,112.58,109.07,-5013,11363963503,14801305956,17889469623,23278558081,119.2,103.2,230400134.66666666,259.25,908.38,122.6,106.2,77.7,71.0,80.2,65.9,70.9,72.9,75.7,18.0575,20.997500000000002,79783986.0,100.72,10436588.0,15.9,18.6,11.5,9.1,7.7,7.8,7.3,6.6,6.1,3.7,0.8
2008-05-01,2008,5,73830959.4,155.07,125.4,122.8,-4561,12477968700,15618749899,19306133002,24255147428,120.5,100.3,240965247.33333334,244.6,887.95,118.5,99.1,84.5,73.2,83.3,70.3,73.7,75.0,74.0,17.452,20.752000000000002,78117282.0,105.63,23473582.0,15.6,17.1,10.7,8.8,7.0,7.0,6.7,5.7,5.4,2.8,1.3
2008-06-01,2008,6,76130241.75,154.51,133.88,132.32,-5259,11770634384,14514859299,19476568081,24097238386,123.4,101.2,251530360.0,247.5,895.88,123.0,101.3,93.0,71.3,85.8,69.5,71.3,73.9,72.1,17.6025,21.245,81221441.0,105.4,17298547.0,16.9,18.7,11.5,8.4,7.0,6.6,6.4,4.9,4.8,3.3,1.2
2008-07-01,2008,7,77737967.75,155.4,133.37,132.72,-3684,12595426863,15314935922,20557428101,25022349112,128.1,103.6,257933157.0,249.75,943.56,127.4,103.3,98.7,69.9,92.5,67.7,72.9,71.2,66.6,18.925,21.71,81103275.0,105.56,16478383.0,17.4,19.9,12.5,8.3,7.0,6.8,6.6,5.4,5.1,3.3,1.2
2008-08-01,2008,8,79645806.0,155.02,116.67,113.24,-2654,11046830086,13041773867,19251335340,22721777378,125.0,98.1,264335954.0,229.6,841.7,123.9,97.4,100.3,62.8,92.9,68.2,67.9,66.4,44.6,19.086,22.162,79287064.0,110.05,48232956.0,17.7,20.9,13.3,8.2,7.3,6.4,6.8,5.7,5.4,4.0,0.8
2008-09-01,2008,9,81762829.25,155.72,104.11,97.23,-658,12793148034,15832369679,17884561792,22060328723,121.8,100.2,270738751.0,229.25,832.56,119.7,98.3,94.2,66.5,84.4,70.6,65.6,70.1,61.2,18.5125,21.2325,86910366.0,107.12,15265777.0,18.6,21.8,13.4,9.1,7.5,7.1,6.8,6.8,6.0,3.7,1.1
2008-10-01,2008,10,82842129.6,159.77,76.61,71.58,-2280,9722708790,14565544527,14942454486,21410911167,108.0,107.6,267376622.0,256.2,791.26,112.5,107.4,94.5,64.6,78.5,75.6,61.9,69.8,54.4,19.286,22.342000000000002,85130000.0,95.09,10770824.0,21.1,22.3,13.5,9.8,8.0,7.3,7.2,7.5,6.3,4.1,1.1
2008-11-01,2008,11,82328154.25,161.1,57.31,52.45,-354,9395872897,14992479064,12073504655,19181735140,99.5,105.6,264014493.0,258.25,768.06,102.8,108.7,78.7,64.6,78.3,81.2,59.3,71.6,50.2,22.69,25.085,83199899.0,92.02,25725206.0,23.8,24.2,15.1,10.8,9.7,8.6,8.2,8.4,6.8,4.4,1.1
2008-12-01,2008,12,81271761.25,160.44,41.12,39.95,-3039,7721948974,11956486315,11404921090,17699075886,99.2,102.1,260652364.0,262.27,803.75,98.2,101.5,72.3,53.7,77.5,66.0,48.4,57.5,46.5,22.38,24.47,85476229.0,95.77,77449248.0,26.3,25.8,16.8,11.9,10.7,10.1,9.6,9.4,8.1,5.2,0.8
2009-01-01,2009,1,80629004.8,160.9,41.71,43.44,-330,7884493524,12626653241,9281137649,14715791454,95.1,101.3,244727444.0,295.6,870.15,92.4,97.6,72.9,48.9,82.4,60.4,49.3,49.2,31.8,19.05,22.857999999999997,81150130.0,95.56,62690268.0,27.7,28.0,19.0,13.8,12.5,11.3,10.9,10.7,7.8,5.2,0.8
2009-02-01,2009,2,80360630.5,160.35,39.09,43.32,-150,8435115834,14033440467,9074663754,14983723410,90.9,100.6,228802524.0,336.5,947.38,90.6,99.6,60.5,48.0,73.1,56.2,47.7,52.6,34.7,18.21,21.4725,86465251.0,93.34,19815871.0,28.0,28.9,19.2,14.9,12.9,12.3,11.2,11.4,8.8,5.2,1.4
2009-03-01,2009,3,80285726.5,162.12,47.94,46.54,-1080,8155485081,13955500316,10522038241,17972012635,89.8,102.2,212877604.0,341.75,935.5,90.2,102.5,72.3,54.5,77.8,62.1,54.9,62.0,41.0,18.2725,21.8,87853900.0,91.39,42093548.0,27.1,27.8,19.4,14.5,13.0,11.7,11.0,10.9,8.8,4.9,1.6
2009-04-01,2009,4,81088347.75,162.15,49.65,50.18,-1384,7561696283,12216387470,10120319396,16309571673,91.7,98.5,222903125.33333334,311.5,894.33,89.6,96.2,75.3,56.0,75.1,61.9,57.3,62.4,43.0,17.26,19.0125,87932509.0,96.1,47755480.0,25.5,27.1,18.0,13.0,12.7,11.4,10.6,10.0,8.4,4.5,1.8
2009-05-01,2009,5,81938636.4,163.19,59.03,57.3,-1361,7346407528,11466791835,10867698195,16987380618,93.8,97.3,232928646.66666666,315.0,942.94,86.4,89.9,76.4,59.4,77.0,63.8,60.0,70.9,48.6,16.76,20.016,89567356.0,97.79,15486306.0,24.4,25.2,16.7,11.4,11.2,10.0,10.5,8.3,8.0,3.8,1.4
2009-06-01,2009,6,82849027.5,163.37,69.64,68.61,-1912,8329692783,12903826652,12500590854,19331302745,96.4,99.3,242954168.0,319.25,944.19,89.5,92.1,88.7,63.5,80.4,69.7,64.4,78.5,49.7,16.33,20.37,91292635.0,97.58,88445526.0,22.2,24.7,16.1,11.0,11.1,9.2,9.6,7.2,7.0,3.2,1.5
2009-07-01,2009,7,83308523.6,163.78,64.15,64.44,-165,9055733671,13757896261,12856285859,19616687392,97.1,98.1,253202765.66666666,312.0,934.75,90.1,91.6,101.9,62.7,90.5,66.3,65.7,73.4,49.5,15.928,19.736,91842401.0,98.76,29090471.0,20.9,24.8,16.1,11.4,10.2,9.0,8.6,7.4,7.4,3.0,1.4
